pair_sml,state,pair
CC1=C[N+](CCC)=CC=C1.O=C(C)[O-],0.0,1-propyl-3-methylpyridinium acetate
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(OCC)=O,0.0,1-propyl-3-methylpyridinium ethyl sulfate
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(O)=O,0.0,1-propyl-3-methylpyridinium hydrogensulfate
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(C)=O,0.0,1-propyl-3-methylpyridinium methanesulfonate
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-propyl-3-methylpyridinium tosylate
CC1=C[N+](CCC)=CC=C1.O=C([H])[O-],0.0,1-propyl-3-methylpyridinium formate
CC1=C[N+](CCC)=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-propyl-3-methylpyridinium bis(2-ethylhexyl)phosphate
CC1=C[N+](CCC)=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-propyl-3-methylpyridinium dibutylphosphate
CC1=C[N+](CCC)=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-propyl-3-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CC1=C[N+](CCC)=CC=C1.O=C(C(F)(F)F)[O-],0.0,1-propyl-3-methylpyridinium trifluoroacetate
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-propyl-3-methylpyridinium dodecylbenzenesulfonate
CC1=C[N+](CCC)=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-propyl-3-methylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CC1=C[N+](CCC)=CC=C1.[O-]P(OCC)(OCC)=O,0.0,1-propyl-3-methylpyridinium diethyl phosphate
CC1=C[N+](CCC)=CC=C1.[O-]P(OC)(OC)=O,0.0,1-propyl-3-methylpyridinium dimethyl phosphate
CC1=C[N+](CCC)=CC=C1.[O-]S(=O)(OC)=O,0.0,1-propyl-3-methylpyridinium methyl sulfate
CC1=C[N+](CCC)=CC=C1.N#C[N-]C#N,0.0,1-propyl-3-methylpyridinium dicyanamide
CC1=C[N+](CCC)=CC=C1.N#C[C-](C#N)C#N,-0.0,1-propyl-3-methylpyridinium tricyanomethanide
CC1=C[N+](CCC)=CC=C1.O=C(CCCCCCCCC)[O-],0.0,1-propyl-3-methylpyridinium decanoate
CC1=C[N+](CCC)=CC=C1.F[B-](F)(F)F,0.0,1-propyl-3-methylpyridinium tetrafluoroborate
CC1=C[N+](CCC)=CC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-propyl-3-methylpyridinium bis(fluorosulfonyl)imide
CCC[N+]1=CC=C(C)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-propyl-4-methylpyridinium triflate
CCC[N+]1=CC=C(C)C=C1.[S-]C#N,0.0,1-propyl-4-methylpyridinium thiocyanate
CCC[N+]1=CC=C(C)C=C1.O=C(C)[O-],0.0,1-propyl-4-methylpyridinium acetate
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(OCC)=O,0.0,1-propyl-4-methylpyridinium ethyl sulfate
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(O)=O,0.0,1-propyl-4-methylpyridinium hydrogensulfate
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(C)=O,0.0,1-propyl-4-methylpyridinium methanesulfonate
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-propyl-4-methylpyridinium tosylate
CCC[N+]1=CC=C(C)C=C1.O=C([H])[O-],0.0,1-propyl-4-methylpyridinium formate
CCC[N+]1=CC=C(C)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-propyl-4-methylpyridinium bis(2-ethylhexyl)phosphate
CCC[N+]1=CC=C(C)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-propyl-4-methylpyridinium dibutylphosphate
CCC[N+]1=CC=C(C)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-propyl-4-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CCC[N+]1=CC=C(C)C=C1.O=C(C(F)(F)F)[O-],0.0,1-propyl-4-methylpyridinium trifluoroacetate
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-propyl-4-methylpyridinium dodecylbenzenesulfonate
CCC[N+]1=CC=C(C)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-propyl-4-methylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CCC[N+]1=CC=C(C)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-propyl-4-methylpyridinium diethyl phosphate
CCC[N+]1=CC=C(C)C=C1.[O-]P(OC)(OC)=O,0.0,1-propyl-4-methylpyridinium dimethyl phosphate
CCC[N+]1=CC=C(C)C=C1.[O-]S(=O)(OC)=O,0.0,1-propyl-4-methylpyridinium methyl sulfate
CCC[N+]1=CC=C(C)C=C1.N#C[N-]C#N,-0.0,1-propyl-4-methylpyridinium dicyanamide
CCC[N+]1=CC=C(C)C=C1.[O-][N+]([O-])=O,0.0,1-propyl-4-methylpyridinium nitrate
CCC[N+]1=CC=C(C)C=C1.N#C[C-](C#N)C#N,-0.0,1-propyl-4-methylpyridinium tricyanomethanide
CCC[N+]1=CC=C(C)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-propyl-4-methylpyridinium decanoate
CCC[N+]1=CC=C(C)C=C1.F[B-](F)(F)F,0.0,1-propyl-4-methylpyridinium tetrafluoroborate
CCC[N+]1=CC=C(C)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-propyl-4-methylpyridinium bis(fluorosulfonyl)imide
OCC[NH3+].O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,2-hydroxyethylammonium bis(trifluoromethylsulfonyl)imide
OCC[NH3+].C(F)(F)(F)S(=O)(=O)[O-],0.0,2-hydroxyethylammonium triflate
OCC[NH3+].[S-]C#N,-0.0,2-hydroxyethylammonium thiocyanate
OCC[NH3+].O=C(C)[O-],0.0,2-hydroxyethylammonium acetate
OCC[NH3+].[O-]S(=O)(OCC)=O,-0.0,2-hydroxyethylammonium ethyl sulfate
OCC[NH3+].[O-]S(=O)(O)=O,0.0,2-hydroxyethylammonium hydrogensulfate
OCC[NH3+].[O-]S(=O)(C)=O,0.0,2-hydroxyethylammonium methanesulfonate
OCC[NH3+].[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,2-hydroxyethylammonium tosylate
OCC[NH3+].[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,2-hydroxyethylammonium bis(2-ethylhexyl)phosphate
OCC[NH3+].[O-]P(OCCCC)(OCCCC)=O,-0.0,2-hydroxyethylammonium dibutylphosphate
OCC[NH3+].O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,2-hydroxyethylammonium bis(pentafluoroethylsulfonyl)imide
OCC[NH3+].O=C(C(F)(F)F)[O-],0.0,2-hydroxyethylammonium trifluoroacetate
OCC[NH3+].[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,2-hydroxyethylammonium dodecylbenzenesulfonate
OCC[NH3+].[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"2-hydroxyethylammonium bis(2,4,4-trimethylpentyl)phosphinate"
OCC[NH3+].[O-]P(OCC)(OCC)=O,-0.0,2-hydroxyethylammonium diethyl phosphate
OCC[NH3+].[O-]P(OC)(OC)=O,0.0,2-hydroxyethylammonium dimethyl phosphate
OCC[NH3+].[O-]S(=O)(OC)=O,-0.0,2-hydroxyethylammonium methyl sulfate
OCC[NH3+].N#C[N-]C#N,-0.0,2-hydroxyethylammonium dicyanamide
OCC[NH3+].[O-][N+]([O-])=O,0.0,2-hydroxyethylammonium nitrate
OCC[NH3+].O=C(CCCCCCCCC)[O-],0.0,2-hydroxyethylammonium decanoate
OCC[NH3+].F[B-](F)(F)F,0.0,2-hydroxyethylammonium tetrafluoroborate
OCC[NH3+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,2-hydroxyethylammonium bis(fluorosulfonyl)imide
C[N+](CCCC)(C)C.[S-]C#N,0.0,butyltrimethylammonium thiocyanate
C[N+](CCCC)(C)C.O=C(C)[O-],0.0,butyltrimethylammonium acetate
C[N+](CCCC)(C)C.[O-]S(=O)(OCC)=O,0.0,butyltrimethylammonium ethyl sulfate
C[N+](CCCC)(C)C.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,butyltrimethylammonium tosylate
C[N+](CCCC)(C)C.O=C([H])[O-],0.0,butyltrimethylammonium formate
C[N+](CCCC)(C)C.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,butyltrimethylammonium bis(2-ethylhexyl)phosphate
C[N+](CCCC)(C)C.[O-]P(OCCCC)(OCCCC)=O,0.0,butyltrimethylammonium dibutylphosphate
C[N+](CCCC)(C)C.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,butyltrimethylammonium bis(pentafluoroethylsulfonyl)imide
C[N+](CCCC)(C)C.[O-]P(OCC)(OCC)=O,0.0,butyltrimethylammonium diethyl phosphate
C[N+](CCCC)(C)C.[O-]P(OC)(OC)=O,0.0,butyltrimethylammonium dimethyl phosphate
C[N+](CCCC)(C)C.[O-]S(=O)(OC)=O,0.0,butyltrimethylammonium methyl sulfate
C[N+](CCCC)(C)C.N#C[N-]C#N,0.0,butyltrimethylammonium dicyanamide
C[N+](CCCC)(C)C.N#C[C-](C#N)C#N,-0.0,butyltrimethylammonium tricyanomethanide
C[N+](CCCC)(C)C.O=C(CCCCCCCCC)[O-],0.0,butyltrimethylammonium decanoate
C[N+](CCCC)(C)C.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,butyltrimethylammonium bis(fluorosulfonyl)imide
C[NH+](CC)CC.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,diethylmethylammonium bis(trifluoromethylsulfonyl)imide
C[NH+](CC)CC.[S-]C#N,0.0,diethylmethylammonium thiocyanate
C[NH+](CC)CC.O=C(C)[O-],0.0,diethylmethylammonium acetate
C[NH+](CC)CC.[O-]S(=O)(OCC)=O,0.0,diethylmethylammonium ethyl sulfate
C[NH+](CC)CC.[O-]S(=O)(O)=O,0.0,diethylmethylammonium hydrogensulfate
C[NH+](CC)CC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,diethylmethylammonium tosylate
C[NH+](CC)CC.O=C([H])[O-],0.0,diethylmethylammonium formate
C[NH+](CC)CC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,diethylmethylammonium bis(2-ethylhexyl)phosphate
C[NH+](CC)CC.[O-]P(OCCCC)(OCCCC)=O,0.0,diethylmethylammonium dibutylphosphate
C[NH+](CC)CC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,diethylmethylammonium bis(pentafluoroethylsulfonyl)imide
C[NH+](CC)CC.O=C(C(F)(F)F)[O-],0.0,diethylmethylammonium trifluoroacetate
C[NH+](CC)CC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,diethylmethylammonium dodecylbenzenesulfonate
C[NH+](CC)CC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"diethylmethylammonium bis(2,4,4-trimethylpentyl)phosphinate"
C[NH+](CC)CC.[O-]P(OCC)(OCC)=O,0.0,diethylmethylammonium diethyl phosphate
C[NH+](CC)CC.[O-]P(OC)(OC)=O,0.0,diethylmethylammonium dimethyl phosphate
C[NH+](CC)CC.[O-]S(=O)(OC)=O,0.0,diethylmethylammonium methyl sulfate
C[NH+](CC)CC.N#C[N-]C#N,-0.0,diethylmethylammonium dicyanamide
C[NH+](CC)CC.N#C[C-](C#N)C#N,-0.0,diethylmethylammonium tricyanomethanide
C[NH+](CC)CC.O=C(CCCCCCCCC)[O-],0.0,diethylmethylammonium decanoate
C[NH+](CC)CC.F[B-](F)(F)F,0.0,diethylmethylammonium tetrafluoroborate
C[NH+](CC)CC.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,diethylmethylammonium bis(fluorosulfonyl)imide
C[S+](C)CC.[S-]C#N,0.0,diethylmethylsulfonium thiocyanate
C[S+](C)CC.O=C(C)[O-],0.0,diethylmethylsulfonium acetate
C[S+](C)CC.[O-]S(=O)(OCC)=O,0.0,diethylmethylsulfonium ethyl sulfate
C[S+](C)CC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,diethylmethylsulfonium tosylate
C[S+](C)CC.O=C([H])[O-],0.0,diethylmethylsulfonium formate
C[S+](C)CC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,diethylmethylsulfonium bis(2-ethylhexyl)phosphate
C[S+](C)CC.[O-]P(OCCCC)(OCCCC)=O,0.0,diethylmethylsulfonium dibutylphosphate
C[S+](C)CC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,diethylmethylsulfonium bis(pentafluoroethylsulfonyl)imide
C[S+](C)CC.[O-]P(OCC)(OCC)=O,0.0,diethylmethylsulfonium diethyl phosphate
C[S+](C)CC.[O-]P(OC)(OC)=O,0.0,diethylmethylsulfonium dimethyl phosphate
C[S+](C)CC.[O-]S(=O)(OC)=O,0.0,diethylmethylsulfonium methyl sulfate
C[S+](C)CC.N#C[N-]C#N,0.0,diethylmethylsulfonium dicyanamide
C[S+](C)CC.N#C[C-](C#N)C#N,-0.0,diethylmethylsulfonium tricyanomethanide
C[S+](C)CC.O=C(CCCCCCCCC)[O-],0.0,diethylmethylsulfonium decanoate
C[S+](C)CC.F[B-](F)(F)F,0.0,diethylmethylsulfonium tetrafluoroborate
C[S+](C)CC.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,diethylmethylsulfonium bis(fluorosulfonyl)imide
[NH3+]CC.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,ethylammonium bis(trifluoromethylsulfonyl)imide
[NH3+]CC.C(F)(F)(F)S(=O)(=O)[O-],0.0,ethylammonium triflate
[NH3+]CC.[S-]C#N,-0.0,ethylammonium thiocyanate
[NH3+]CC.O=C(C)[O-],0.0,ethylammonium acetate
[NH3+]CC.[O-]S(=O)(OCC)=O,-0.0,ethylammonium ethyl sulfate
[NH3+]CC.[O-]S(=O)(O)=O,0.0,ethylammonium hydrogensulfate
[NH3+]CC.[O-]S(=O)(C)=O,0.0,ethylammonium methanesulfonate
[NH3+]CC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,ethylammonium tosylate
[NH3+]CC.O=C([H])[O-],-0.0,ethylammonium formate
[NH3+]CC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,ethylammonium bis(2-ethylhexyl)phosphate
[NH3+]CC.[O-]P(OCCCC)(OCCCC)=O,0.0,ethylammonium dibutylphosphate
[NH3+]CC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,ethylammonium bis(pentafluoroethylsulfonyl)imide
[NH3+]CC.O=C(C(F)(F)F)[O-],0.0,ethylammonium trifluoroacetate
[NH3+]CC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,ethylammonium dodecylbenzenesulfonate
[NH3+]CC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"ethylammonium bis(2,4,4-trimethylpentyl)phosphinate"
[NH3+]CC.[O-]P(OCC)(OCC)=O,-0.0,ethylammonium diethyl phosphate
[NH3+]CC.[O-]P(OC)(OC)=O,0.0,ethylammonium dimethyl phosphate
[NH3+]CC.[O-]S(=O)(OC)=O,-0.0,ethylammonium methyl sulfate
[NH3+]CC.N#C[N-]C#N,-0.0,ethylammonium dicyanamide
[NH3+]CC.O=C(CCCCCCCCC)[O-],0.0,ethylammonium decanoate
[NH3+]CC.F[B-](F)(F)F,0.0,ethylammonium tetrafluoroborate
[NH3+]CC.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,ethylammonium bis(fluorosulfonyl)imide
CC[P+](CCCC)(CCCC)CCCC.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,-0.0,ethyltributylphosphonium bis(trifluoromethylsulfonyl)imide
CC[P+](CCCC)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[O-],0.0,ethyltributylphosphonium triflate
CC[P+](CCCC)(CCCC)CCCC.[S-]C#N,-0.0,ethyltributylphosphonium thiocyanate
CC[P+](CCCC)(CCCC)CCCC.O=C(C)[O-],-0.0,ethyltributylphosphonium acetate
CC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(OCC)=O,-0.0,ethyltributylphosphonium ethyl sulfate
CC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(O)=O,0.0,ethyltributylphosphonium hydrogensulfate
CC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(C)=O,0.0,ethyltributylphosphonium methanesulfonate
CC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,ethyltributylphosphonium tosylate
CC[P+](CCCC)(CCCC)CCCC.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,ethyltributylphosphonium perfluorobutanesulfonate
CC[P+](CCCC)(CCCC)CCCC.O=C([H])[O-],-0.0,ethyltributylphosphonium formate
CC[P+](CCCC)(CCCC)CCCC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,ethyltributylphosphonium bis(2-ethylhexyl)phosphate
CC[P+](CCCC)(CCCC)CCCC.[Cl-],0.0,ethyltributylphosphonium chloride
CC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"ethyltributylphosphonium 1,1,2,2-tetrafluoroethanesulfonate"
CC[P+](CCCC)(CCCC)CCCC.[O-]P(OCCCC)(OCCCC)=O,-0.0,ethyltributylphosphonium dibutylphosphate
CC[P+](CCCC)(CCCC)CCCC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,ethyltributylphosphonium bis(pentafluoroethylsulfonyl)imide
CC[P+](CCCC)(CCCC)CCCC.[O-]P(O)(O)=O,0.0,ethyltributylphosphonium dihydrogen phosphate
CC[P+](CCCC)(CCCC)CCCC.O=C(C(F)(F)F)[O-],0.0,ethyltributylphosphonium trifluoroacetate
CC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,ethyltributylphosphonium dodecylbenzenesulfonate
CC[P+](CCCC)(CCCC)CCCC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"ethyltributylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
CC[P+](CCCC)(CCCC)CCCC.[O-]P(OC)(OC)=O,-0.0,ethyltributylphosphonium dimethyl phosphate
CC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(OC)=O,-0.0,ethyltributylphosphonium methyl sulfate
CC[P+](CCCC)(CCCC)CCCC.N#C[N-]C#N,-0.0,ethyltributylphosphonium dicyanamide
CC[P+](CCCC)(CCCC)CCCC.[O-][N+]([O-])=O,0.0,ethyltributylphosphonium nitrate
CC[P+](CCCC)(CCCC)CCCC.N#C[C-](C#N)C#N,-0.0,ethyltributylphosphonium tricyanomethanide
CC[P+](CCCC)(CCCC)CCCC.O=C(CCCCCCCCC)[O-],0.0,ethyltributylphosphonium decanoate
CC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,-0.0,ethyltributylphosphonium tetrafluoroborate
CC[P+](CCCC)(CCCC)CCCC.[Br-],0.0,ethyltributylphosphonium bromide
CC[P+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,0.0,ethyltributylphosphonium hexafluorophosphate
CC[P+](CCCC)(CCCC)CCCC.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,ethyltributylphosphonium bis(fluorosulfonyl)imide
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[S-]C#N,0.0,methyltrioctylammonium thiocyanate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.O=C(C)[O-],0.0,methyltrioctylammonium acetate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]S(=O)(OCC)=O,0.0,methyltrioctylammonium ethyl sulfate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]S(=O)(O)=O,0.0,methyltrioctylammonium hydrogensulfate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]S(=O)(C)=O,0.0,methyltrioctylammonium methanesulfonate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,methyltrioctylammonium tosylate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.O=C([H])[O-],0.0,methyltrioctylammonium formate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,methyltrioctylammonium bis(2-ethylhexyl)phosphate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]P(OCCCC)(OCCCC)=O,0.0,methyltrioctylammonium dibutylphosphate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,methyltrioctylammonium bis(pentafluoroethylsulfonyl)imide
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.O=C(C(F)(F)F)[O-],0.0,methyltrioctylammonium trifluoroacetate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,methyltrioctylammonium dodecylbenzenesulfonate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"methyltrioctylammonium bis(2,4,4-trimethylpentyl)phosphinate"
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]P(OCC)(OCC)=O,0.0,methyltrioctylammonium diethyl phosphate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]P(OC)(OC)=O,0.0,methyltrioctylammonium dimethyl phosphate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[O-]S(=O)(OC)=O,0.0,methyltrioctylammonium methyl sulfate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.N#C[N-]C#N,0.0,methyltrioctylammonium dicyanamide
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.N#C[C-](C#N)C#N,0.0,methyltrioctylammonium tricyanomethanide
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.O=C(CCCCCCCCC)[O-],0.0,methyltrioctylammonium decanoate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.F[B-](F)(F)F,0.0,methyltrioctylammonium tetrafluoroborate
CCCCCCCC[N+](CCCCCCCC)(C)CCCCCCCC.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,methyltrioctylammonium bis(fluorosulfonyl)imide
C[N+](CCCC)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[O-],0.0,tributylmethylammonium triflate
C[N+](CCCC)(CCCC)CCCC.[S-]C#N,0.0,tributylmethylammonium thiocyanate
C[N+](CCCC)(CCCC)CCCC.O=C(C)[O-],0.0,tributylmethylammonium acetate
C[N+](CCCC)(CCCC)CCCC.[O-]S(=O)(OCC)=O,0.0,tributylmethylammonium ethyl sulfate
C[N+](CCCC)(CCCC)CCCC.[O-]S(=O)(O)=O,0.0,tributylmethylammonium hydrogensulfate
C[N+](CCCC)(CCCC)CCCC.[O-]S(=O)(C)=O,0.0,tributylmethylammonium methanesulfonate
C[N+](CCCC)(CCCC)CCCC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,tributylmethylammonium tosylate
C[N+](CCCC)(CCCC)CCCC.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,tributylmethylammonium perfluorobutanesulfonate
C[N+](CCCC)(CCCC)CCCC.O=C([H])[O-],0.0,tributylmethylammonium formate
C[N+](CCCC)(CCCC)CCCC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,tributylmethylammonium bis(2-ethylhexyl)phosphate
C[N+](CCCC)(CCCC)CCCC.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"tributylmethylammonium 1,1,2,2-tetrafluoroethanesulfonate"
C[N+](CCCC)(CCCC)CCCC.[O-]P(OCCCC)(OCCCC)=O,0.0,tributylmethylammonium dibutylphosphate
C[N+](CCCC)(CCCC)CCCC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,tributylmethylammonium bis(pentafluoroethylsulfonyl)imide
C[N+](CCCC)(CCCC)CCCC.[O-]P(O)(O)=O,0.0,tributylmethylammonium dihydrogen phosphate
C[N+](CCCC)(CCCC)CCCC.O=C(C(F)(F)F)[O-],0.0,tributylmethylammonium trifluoroacetate
C[N+](CCCC)(CCCC)CCCC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,tributylmethylammonium dodecylbenzenesulfonate
C[N+](CCCC)(CCCC)CCCC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"tributylmethylammonium bis(2,4,4-trimethylpentyl)phosphinate"
C[N+](CCCC)(CCCC)CCCC.[O-]P(OCC)(OCC)=O,0.0,tributylmethylammonium diethyl phosphate
C[N+](CCCC)(CCCC)CCCC.[O-]P(OC)(OC)=O,0.0,tributylmethylammonium dimethyl phosphate
C[N+](CCCC)(CCCC)CCCC.[O-]S(=O)(OC)=O,0.0,tributylmethylammonium methyl sulfate
C[N+](CCCC)(CCCC)CCCC.N#C[N-]C#N,-0.0,tributylmethylammonium dicyanamide
C[N+](CCCC)(CCCC)CCCC.[O-][N+]([O-])=O,0.0,tributylmethylammonium nitrate
C[N+](CCCC)(CCCC)CCCC.N#C[C-](C#N)C#N,-0.0,tributylmethylammonium tricyanomethanide
C[N+](CCCC)(CCCC)CCCC.O=C(CCCCCCCCC)[O-],0.0,tributylmethylammonium decanoate
C[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,0.0,tributylmethylammonium tetrafluoroborate
C[N+](CCCC)(CCCC)CCCC.[Br-],0.0,tributylmethylammonium bromide
CC[S+](CC)CC.C(F)(F)(F)S(=O)(=O)[O-],0.0,triethylsulfonium triflate
CC[S+](CC)CC.[S-]C#N,-0.0,triethylsulfonium thiocyanate
CC[S+](CC)CC.O=C(C)[O-],0.0,triethylsulfonium acetate
CC[S+](CC)CC.[O-]S(=O)(OCC)=O,-0.0,triethylsulfonium ethyl sulfate
CC[S+](CC)CC.[O-]S(=O)(O)=O,0.0,triethylsulfonium hydrogensulfate
